text,airline_sentiment
  unite it will be on a different airline  ,0
  unite and be tell that its be the case for weeks but be still not resolve  ,0
  unite click   upgrade now   and it do not upgrade   what give   http    t co nosjza,0
  unite you advertise the flight and its still on you website and still can not be book   spend over hours with unite support,0
  unite try to book a flight iah mnl depart   return   you be advertise flight for   that can not be book  ,0
  unite i just book a flight for       when i view my reservation it have mi connect to first name   be this a problem   can it be change  ,1
  unite quick   serious   question   any resources ratings show the quality of service be better than th place   http    t co dewithpew,0
  unite how do i get through   tsa to finally board ua  ,1
  unite yes i have and i be call in regard to speak to someone about it even further   but unfortunately i be just bounce around  ,0
  unite flight from ord could not let me know about this   find out via app minutes before land   awful flight   http    t co dqjlvzh,0
  unite i need help but in spanish,0
  unite a very disappoint experience   plane mech   delay and next one do not wait   no sincere apology   just tell me to complain online,0
  unite i lose my sunglasses on the flight from okc to iah this morning   be takeoff     be there any way to retrieve them  ,0
  unite   reccewife with the exception of everything you have ask for   heh,1
  unite ua   denver to austin   still on the grind  ,0
  unite either your staff or whoever you contract with at pvd be fail you big time tonight  ,0
  unite ua   just land  ,1
  unite consider it   currently gold on   delta   why should i make the jump for an upcoming flight from sfo to singapore  ,0
  unite flight,1
  unite worst flight i have ever have   grind crew ignore our plane   make me miss flight and now i have to cover the cost of a hotel     den,0
  unite customers be not dumb   these revenue base program will hurt everyone   not go to save money like you think,0
  unite it be me who have the problem win flight ua   i call and rebooked myself find my own hotel and taxi,0
  unite will do   thank for the help   cheer,2
  unite bull crap   i spend   on a recent trip   that be not small change   i get   aa miles   would have only be ua,0
  unite yes i do   terrible service from your courrier,0
  unite compensate us for new clothe bet you will not,0
  unite i have flight with you in the next two weeks     let us make some good memories  ,2
  unite   we be stick at ogg   look like flight will be cancel flightled   can you help      ,0
  unite yea they be book on next avalible flight since sit be   and when time come no plane nd day of work miss   hotelliving,0
  unite currently cry   i want to ski tomorrow but probably not   just a boy tryna fulfill his dream,0
  unite i try the online track and they say something like   attempt to locate luggage  ,0
  unite your worker tell us not to call because we would be talk to someone in thailand  ,0
  unite   go on days   tomorrow   and i still have not receive my bag from my flight to toronto   would love to see some seriousness here  ,0
  unite be there nothing you can do for me   no compensation at all   give the circumstances i feel like there must be something you can do,0
  unite there be a disconnect between your pr group and the actual business strategy and employee attitude on the grind     liars   unite,0
  unite here we go again   of segment sfo   new york rt be delay over hrs each   why do you suck so bad       maybe another line of bus  ,0
  unite you really screw up deal mechanical failure from maui to san francisco   poor communication bad help in get connections,0
  unite if you do not like delay bag   why do you let it happen so much  ,0
  unite the delay be due to customer service for people   what about the dis service you provide for       flightfail   hourdelay,0
  unite he be so excellent and so reliable       happycustomer,2
  unite but again unite do not give shit about their customers,0
  unite its funny how none of you be tweet back be helpful what i want be to read  ya we will change that so our customers get better service  ,0
  unite she be travel from melbourne   australia   to bogota   colombia   tomorrow,1
  unite hi   my relative  s flight book problems number be myyb   her name be clarita jaramillo mejia   thank you,1
  unite it be deliver   thank you for make sure it arrive at my doorstep  ,2
  unite really need to get its act together   really disappoint in our change of flight   delay flight   etc  ,0
  united rebooked to oma   miles from my destination   spotty customer service   i get staff stressors but come on   this be your business  ,0
  unite why have airlines always tell us they can not open a cabin door once it have be close   this plane have do it time tonight  ,1
    unite   look for a reason to travel     quote http    t co gguigtz  ,2
  unite i can not find any late flight even flight   be there other airports that would have an overnight flight  ,0
  unite thank for the vague can response that do not address the issue  ,0
  unite thank you  ,2
  unite that be not good enough for all of us affect by the awful organization and time and have now be set back,0
  unite otis in the baggage claim by bay     not at all happy but not nearly as piss  ,0
  unite why be my time less important to you     strandusindenver   hourandtenminutedelay   flightfail,0
  unite airlines   you kid   bagage lose this morning from ny to washington and still no trace     badservice,0
  unite i do   it take about an hour and a half though,0
  unite why have you never hold a plane for me     hourdelay   multipledooropeningandclosing   dangerofgettingsnowedin,0
  unite i do but i get nothing from it   just dissapointment    ,0
  unite where be my fuck bag         where the fuck be my fuck bag       tell me now or give me a number to call a human   sanm,0
  unite i be sincerely thank the pilot of flight of brave the snow and get me home amongst many other cancel flightlations  ,2
  unite make   it to the gate at   and they would not let us on   http    t co xatoxbnsfa,0
  unite time to give up my k status and switch to   delta   you be so terrible i can not even describe  ,0
  unite thank   lol     ua will wait for us   per   flightaware   same tail number as   ua    ,2
  unite you suck   flight delay equipment probs again   miss connection by minutes and you will not let us on even though it be at the gate  ,0
  unite   now go in min wait for other plane to vacate gate     findanothergate,0
  unite flight be   hrs delay so far b c of late flight crew   now we be literally wait while they have dinner acc   to honest gate agent  ,0
  unite many people on ua be go to miss connections due to long wait time in sfo tarmac   seriously you can not find an empty gate  ,0
  unite you be try to solve problem of your own make   charge for check luggage force check at gate   brilliant  ,0
  unite we have be wait min for a gate at sfo   yet so many of them be free   your excellence in operational efficiency be show,0
  unite   delay due to customer service   huh   http    t co xltvzst,0
  unite what about the poor customer service at checkin at kansas kci       that be it      ,0
  unite except all of that delay the flight anyway  ,0
  unite maybe find a different gate   ua,0
  unite i send a message   it be very irresponsible that my suitcase can not be find   this be truly worst service ever     fedup   disastrous,0
  unite land in den on time stick wait for gate for min   maybe an update would be a good idea capt  ,0
  unite want to point out that not one unite crew have be sympathetic   question unanswered   mileageplus be start to look like a joke,0
  unite can we get an explanation on why ua from são paulo to houston have be delay   now we be hear from crew about cancel flightlations  ,0
  unite why be flight ewr to mco cancel flightled for tomorrow and what do i do to rebook   ask for a relative  ,0
  unite can you tell me jet airways award availability  ,1
  unite i understand the intent be not to inconvenience   but catch a cab back to the airport to show them wet clothe be not an option  ,0
  unite what be the chance of my flight to ewr from pit be cancel flight tomorrow  ,1
  unite   baftz rcvd promo if i book flight silver status would be extend it be not do not have flier that be send do not think id need,1
  unite   wife land in dc hrs ago   luggage do not   be tell it would b delivered hotel by pm   it be now pm   no luggage     ua,0
  unite on a flight at   tomorrow  ,1
  unite not sure why the people in row that pay for a premium seat can not use their overhead space   http    t co iskihge,0
  unite be so cheap they could not afford to run the ac on   ua   they take pressure cooker to a new level     cheap   worstairline,0
  unite why be it that sundays when my husband travel to chicago he be stick at tarmac   miss connect flight always,0
  unite well i can tell you that your customer service at rdu airport be horrific but be exception at o hare in chicago  ,0
  unite sit on ual   a comedy of errors   ual be incompetent,0
  unite on   ua tonight and tell delay due to late flight crew   no idea where crew come from   your staff  unhelpful   any ideas  ,0
  unite   take a look at status of   sit at ord   this be not cool   yo  ,0
  unite bummer but thank you for the quick response,2
  unite i do not have time to take my wet clothes suit back to the airport and be not go to pay for another cab to do so  ,0
  unite do not realize my bag  content be wet until i get to my hotel   send my suit shirts out to be dry clean   mtgs start tomorrow  ,0
  unite you load our plane at ord know pilot be hrs late flight   then discover plane need to be fuel     wtf   unite   incompetent,0
  unite resolve and i be sick and tire of wait on you   i want my refund and i would like to speak to someone about it  ,0
  unite i be really glad i just wait on the phone for over an hour to be send to a voicemail   your customer service suck   nothing have be,0
  unite   you just cause a riot on the airplane   never see anything like this,0
  unite instead of send inaccurate email about delay every min   just say we will get you there when we get you there  ,0
  unite so glad i have be wait for hour and minutes and i have be transfer time without resolve anything   worst service ever  ,0
  unite we still need help   hang up on twice   customer service rep say there be no way to help between the gate rep and phone rep  ,0
  unite they let us know in advance of the reboot   yes     thank for the attentiveness  ,2
  unite lol too little too late flight,0
  unite yes   bag come hr after i arrive at baggage claim   awful experience on the grind at bhm,0
  unite   fernheinig your delay be due to your own make   we have now be back to the gate multiple time   maybe take accountability,0
  unite why do i have to give up my leg room so these people   not in my row   can fill the bin   pls start charge   http    t co nytuxfqf,0
  unite please tell clt flight need a gate   wait now for mins  ,0
  unite why do you load us in this fly sardine can if you know the pilot be hours late flight       incompetent beyond belief,0
  unite book ewr fll in first for two on     let us see how you compare to the garbage   americanair first class have become,1
  unite your seat be god awful  ,0
  unite good try but   southwestair get her here safer and sooner,0
  unite want to compliment you be phone agent jeanette for reflight book problems rdu to sea thru sfo after connect flight thru ewr be cancel flightled  ,2
  unite hour min delay so far   would love to round to hours to just go to bed  ,0
  unite educate bohol be a   c       w all volunteer staff   i can help the kid or buy a plane ticket   i can not do both   can you help  ,1
  unite i need to get from albuquerque   nm   usa   to cebu   philippines   i be provide educational help for kid   can you help me  ,1
  unite i be on ua and my direct tv be not work   how do i avoid this in future  ,0
  unite be truly the drink uncle of board   do not believe gate agent that overhead be full   do not reserve aisle http    t co cdzhtydak,0
  unite i sure will,0
  unite on the plane   i be thoughtful enough to ask for it and get it   there be prob others that also deserve it,1
  unite   any options to cos tonight   do not look like   ua will make it in time for   ua   should i reserve a hotel room  ,0
  unite appreciate   but in this case we wait an extra minutes for a lose mechanic to fax the log   fax   like in the s  ,0
  unite s o to   delta for come in clutch and finally take me home  ,1
  unite customer service suck   they hang up after wait an hour and talk for minutes  ,0
  unite jp   dm message who   can not get a dm through to   unite,0
  unite strike again   why board anyone if there be something wrong with the plane   common sense  ,0
  unite   thank for the miserable trip gnv       fsd on    ,0
  unite miss ktm flight due to you be cancel flightlation   mike supervisor disgust   now day late flight   no apology or upgrade offer to lhr from ord      ,0
  unite leave my ipad on mco    iad flight   how long to hear back once claim submit   ty  ,1
  unite social media team be on point on   oscarnight    ,2
  unite always happy to start my life with my new wife with a hr travel delay due to maintenece and it would appear incompetence,0
  unite be the airline of the oscars but do not carry abc on direct tv         fail   now i can not watch the oscars     unite,0
  unite this be it   last time i fly   unitedairlines you screw up every trip now will be stick in ord and miss work  ,0
  unite do not know that buy a seat in first class be just a  request   to sit in first class   very interest  ,1
  unite i understand the intention   but it pal in comparison to a day of lose wag for both my wife and i because of the delay  ,0
  unite i need help with a miss bag  ,0
  unite i be   but i have give up  ,0
  unite can i get on a stand by list from ase to ord   i be the only poor person in aspen   that be why i be ask for standby on twitter  ,1
  unite you change my entire flight plan for vacation and now i will be there alone a day and night early with nowhere to stay   help  ,0
  unite ua head back to gate because improper load   if you be pack us to the gills should at least take care to load bag   expect comp  ,0
  unite be the worst airlines sit on the plane at houston bush airport now for an hour and a half wait for late flight passengers,0
  unite might possibly have the worst service on the planet  ,0
  unite deceptive market practice promise me if i book flight i would retain my status now they be not grant   neverflyunited,0
  unite hey so many time change for ua   we go tonight or what   mia   ewr,0
  unite and that it would be send on the next flight to hayden steamboat   hdn   from denver   so i be hop its on there,0
  unite and pick it up and just bring it on the shuttle   when i go to double check on that they say it be still on the concourse,0
  unite i honestly could not tell you   all i know be that originally we be go to have it bring in from the concourse,0
  unite miss a day of vacation to see my husband because of this delay but stuff happen and i get that   just wish it be handle better,0
  unite ua have now have different departure time   wtf   make up your mind  ,0
  unite thank for make everyone wait in the dark for an hour while newark try to figure out which gate to go to     incompetence,0
  unite thank you for follow up  ,2
  unite claudia in iah terminal b travel assistance have me all set   great service   thank you  ,2
  unite be it possible to add a know traveler number to my ticket after flight book problems  ,1
  unite why do not my daughter   book with my gold member miles   get on the upgrade list for her flight tomorrow  ,0
  unite if an award be no longer show available could it possible become available again  ,1
  unite flight to dfw from iad cancel flightled for mechanical can i get rental car to mdt my origin,1
  unite can you help me get from iah to sfo earlier tonight  ,1
  unite be so on point for   of my flight this past week     but this last one really suck shit,0
  unite and here i think american be bad   horrible service   over   min late flight   no excuse  ,0
  unite ua iah     sjo be delay by like   hours   crazy  ,0
  unite i do not know my flight detail because i need to explore some options which i be unable to do because the site will not let me seems to be ongoing,0
  unite how about free wifi when your flight delay   only mins allow  ,0
  unite i do   they tell us the wrong carousel number  ,1
  unite no thank,1
  unite cdg las hours   and my luggage be in sfo   i have be wear the same clothe for hours   thank you     flythefriendlyskies,0
  unite this airline be a joke my friends be trap in houston since be sit and have no flight in sight   unitedworstever   trappedhouston,0
  unite why do you hate your passengers  ,0
  unite how can a plane that have be sit in a hanger all day have numerous mechanical problems   do not anyone actually do maintenance,0
    unite in the future when delay cause hour wait   sleep night in airport   ensure seat choice for replacement flight would be good  ,0
  unite be my flight delay   it keep change between delay and not       if delay be checkin time late flightr       http    t co ntuixdbyr,0
  unite what a long day of delay   please get us to dallas tonight         finger cross         winterstorm   whichisworsedenordfw  ,0
  unite  how be it that all my flight time be change without any official notification   almost miss my flight this morning   not cool  ,0
  unite they have record of it be at denver on the concourse prior to me gettin on the shuttle   i just want to confirm its location,0
  unite   lax   sunrise ual lax jfk,1
  unite   would be on the next flight to hayden steamboat,1
  unite we need to be at steamboat for a meet by pm so we take a shuttle   the unite customer service people say the bag would be on,0
  unite   there be no good word for describe how angry and piss off of a customer you have make me  ,0
  unite late flight and be huge step towards decline in service   and your agents   not all   be as arrogant as ever     unitedairlines,0
  unite denver baggage handlers you totally impress us today   our lungs barely make the run to connect but our bag have no problem     den,2
  unite flight to newark   stick in the runway   about to miss my connection and they be just sorry for my inconvenience            ,0
  unite false  ,0
  unite sit on the runway in newark   they will not let the plane to a gate   my connection board in minute     unite hat us all  ,0
  unite thank   it be my first time in a unite lounge and felt welcome  ,2
    unite all other ana ticket holders get to use the lounge   too   but not us   because unite book us     grumpykim,0
  unite good even   ua   can you assist with an issue via dm  ,1
  unite never have a flight delay an hour due to an unbalance load   and more delay at   flylaxairport   great job idiots  ,0
  unite     failure in   unitedairlines,0
  unite can cancel flight my flight anytime if this be where they keep me for the night   http    t co avrtowtyzk,2
  unite you guy suck     delay to get out of ers and do not even have curtesy to let me know     unitedairlines,0
  unite unfortunately have a bad experience fly with you on saturday   inpolite crew   bad delay  ,0
  unite seriously   min on the plane at bhm and now min in baggage and still no bag     worstairlineever,0
  unite thank for update me about the   hour delay the exact second i get to atl    ,2
  unite but we be on all nippon now   book by unite to replace the one we miss    ,0
  unite what be this subtlety gate change   be you kid with me  ,0
  unite be good yr   friendly sky   relationship   day agent tell me i be   only canadian   and thus not good enough for military preboard,0
  unite yes be try to upgrade my seat   now there be no available spot,0
    unite     rikrik__ what make you come to this   can we help you with anything    jp   inconvience  ,0
    unite     rikrik__ what make you come to this   can we help you with anything    jp   free ticket   for the i convince  ,1
    unite     rikrik__ what make you come to this   can we help you with anything    jp   the service just have not be great  ,0
    unite i think not   i be not fly you again   if i can help it  ,0
  unite resolve   over hour of work on grind   somehow the system reset itself during takeoff   i appreciate the quick response service  ,2
  unite always a fucken nightmare with your airline     fail   lazy   alwayslate flight   worstairlineever,0
  unite we be tell when we check in   as soon as we be allow to   that there be no other seat available on the plane except middle  ,0
  unite everytime i fly you be airline i hate you even more   thank for the terrible service on flight,0
    unite really   be bump down from gold status   ask to pay     to keep it   and get fewer miles   how be that worth it  ,0
  unite you always surprise me with the awfulness of your airline   you guy suck     worst,0
  unite that i would get on early enough to not have to green tag   but no go   if not for otis i would be still sit at ord,0
  unite and to add to my earlier tweet   this be my daughters th birthday present   thank you for the hard work and make it happen  ,2
  unite you have a guy name otis at ord that know what   customerservice be   he be able to get my bag to me   i upgrade just to be sure,2
  unite   lpdstock tweet bots obviously do not get sarcasm   make computers more and more like real people  ,0
  unite you all do a wonderful job today   get my wife   daughter   and myself from pgh to orlando after out flight be delay luggage and all,2
  unite customer service what be that      ,0
  unite   overflight book problems plan   depart delay   return for  more quick fix     break out attitudy customer service     worstairline,0
  unite   jeffsmisek   robertfor   fiorettindward   garciachicago faa invest near miss on o hare runway last wk   http    t co jvjzzaa,1
  unite pay for a cab back to the airport to show baggage dept   my wet shirt and suit be not a viable option   nd time this have happen    ,0
  unite that be what you have say for years   you be lose customers            ,0
  unite i be ua elite gold and have a ua chase pres   plus credit card   how many eqm  s do i need to get platinum elite  ,1
  unite   once again your lack of customer centricity us astound,0
  unite now this http    t co uygewnosr,0
  unite would be nice if   staralliance partner ticket that do not provide full pqm credit be more obvious before purchase   lose   miles,0
  unite nope   even better there be seat   and due to w   b first to raise hand get to move up   i be not fast enough  ,2
  unite now maintenance issue with flight and more issue with passengers that will miss connections need to get off,0
  unite look at this beauty   dc  unite airlines   hope you like this beauty   http    t co nsacfqcdq,2
  unite seriously what be with the slow   wifi on this flight   if the speed be go to change for the worse then the price should not go up  ,0
    unite hours   gate   and plan late flightr still not an update   explanation   or apology to be have     worstairlineever   unitedairlines,0
  unite your gate attendant have some snobby remark   your customer service be like play poker with my sisters kid  ,0
  unite poor cabin luggage service on ua to bos   i be force to check in even when there be empty space for bag in the overhead  ,0
  unite when i click that link it want my flight info   i have not book a flight yet   i read you waive fee for military   it this true  ,1
  unite no   we still have not hear anything from anyone at   unite or the   erieairport,0
  unite every time i search a flight your site log me out and give error message   about to book on a different airline and cancel flight my card  ,0
  unite so the last seg of my flight from denver   den   to hayden steamboat   hdn   for be get cancel flightled and i need help find my luggage,0
  unite hours late flightr and i be sit on another plane wait to leave   i think a credit be in order for this terrible service  ,0
  unite i will let you know week after next when i do another coast coast rt again  ,1
  unite we wait min for our bag after a min flight   nomorecheckedbags,0
  unite now let there also pls be in flight live tv on ua den ewr so i can watch the   oscars    ,0
  united  have cancel flight arrival into shv tonight   the st departure flight on mon   feb rd   check with your airline for flight status  ,0
  unite it be such a lovely part of this long day   attendants on ua   most    ua be beyond exceptional today     givethoseladiesraise,2
  unite open seat in st class on ua   way to honor your upgrade policy for freq flyers and or honor an employee with an upgrade  ,1
  unite i trust you enough to put my coat in my check bag  ,2
  unite yes i have   they be unsure when it would come this have never happen on any airline and my first time with   unite   disappoint,0
  unite of course   but interest how unite do not seem to have a good sense on what be happen with flight,0
  unite push five hours and my time be worth nothing to you   reflight book problems not an option unfortunately  ,0
  unite finally make it to rep   who solve my problem  ,2
  unite you guy be complete ass,0
  unite thank gate agent extraordinaire seau fong for help me get re booked out of boise and   hopefully   home to nyc sometime tonight  ,2
  unite why be your agents work so slowly to rebook people who be on   ua   we have all waste an entire day at stt  ,0
  unite thank you all for be an amaze airline who know how to treat their customers   you guy rock  ,2
  unite you friend  s flt from ase to denver be cancel flightled for tomorrow   can you help with rebook  ,1
  unite   plane come in with break seat   rather than fix it they put a break sign on it and separate me from my kid  ,0
  unite worst fly experience ever and they try to blame it on atc     i watch them load bag for min after board min late flight,0
  unite use to   still do     let you listen to flight radio   i often do   interest to me   tcmparty   cek   daysofoscar,1
  unite go to customer service kiosk and they be able to help out   still thank for follow up  ,2
  unite have you read your own same day travel change policy  ,0
  unite your b w literally the smallest seat i have ever have   my dad get stick in the tiny bathroom ad well   disspointed   premierk,0
  unite and we get zero vouchers for hotel or cab   i expect some serious mileage credit  ,1
  unite nope all set   thank for check  ,2
  unite  the plane  ,1
  unite my flight be already cancel flightled this morning because of a   snow storm in denver     and now i be in dc wait for a pilot to get on ,0
  unite still suck   i do not understand why you have two cust service agents for a long line at houston international b gate   unitedsucks,0
  unite the most frustrate fly experience   one continuous   i do not know what time you will leave today       do not know     that be code for    ,0
  unite on   denver ap   gate b   destination santa fe     agent ashley do an amaze job in the face of an angry traveler   kudos  ,2
  unite have an unite flight ever be on time     americanisbetter,0
  unite i would rather spend two days in the back seat of a volkswagen than two hours on your plane     disgruntle   whatacluster,0
  unite my flight be suppose to depart to boston at   and now it be depart at   due to issue with find a pilot   thank a lot    ,0
  unite i suppose your customers enjoy scream toddlers then   not my problem if someone complain  ,0
  unite you could give me free flight for life   and i would still choose to purchase my ticket from a competitor  ,0
  unite the first time i fly unite be horrible think i would give you a second chance   there will not be a third     disgruntle,0
  unite flight from san fransico to jfk be evacuate why  ,0
  unite out of jackson   wyoming   delay by no pilot   full toilets   deplane ndary to mechanical fail   cancel flightled flight pending,0
  unite be by far the worst airline i have ever have the misfortune of fly with in all the countries i have fly to       it be outrageous  ,0
  unite   i want my bag off flight   what do i do now  ,0
  unite thank for cause us to miss our connection and now a hour delay   flydeltanexttime,0
  unite i do not see where it talk about military baggage fee   can you please guide me   thank,1
  unite i hope you lose the next govt contract,0
  unite lose my bag and there be a flight from chi to eri that land over   hrs ago   yet still have zero update       unitedairlinessux,0
  unite i will just send my confirmation number when i get home safe and sound   this be why i pay so expensive service to you  ,0
  unite the bag be in a state that i do not travel to and the airports do not fly to each other   look like it will never show,0
  unite ridiculous   i have to be refund whenever i get at my final destination or not  ,0
  unite stay more than h travel ans sleep on the airports floor,0
  unite seriously   ua   delay because of the copilot be not here   for   hours and he be only fly from raleigh   disappoint,0
  unite seriously   this be just complete bs  ,0
  unite   we have be wait for over an hour for our luggage  what give  ,0
  unite the costumer service here at denver intl airport be ridiculous bad  ,0
  unite lie to my face at the gate about upgrade   thank     badservice   unitedsucks,0
  unite i have proof that my situation now be due to company mistake,0
  unite ouch not fair,0
  unite be synonymous to with   rude   and   cheap   you really do not know how to value the customer,0
  unite i have to go back home   i have to use what the company have available   but it be unfair to stay more than h travel,0
  unite if i miss the   oscars i will never fly unite again,0
  unite be the stingiest airline   nobody should model after them     ptfo   cheap   bastards   stingy,0
  unite flight delay   again   every time     maintenance issue  ,0
  unite i should be fine   they automatically change my connect flight for me so i would not miss it   a  work  ,2
  unite yes   a ride home would be perfect   a fete one would assume possible after charge   for a domestic flight   ps we deplane,0
  unite i will be call tomorrow,1
  unite and i be deny an upgrade because of cater issue         poorservice,0
  unite   excite to barrel through the sky at mph on a ton piece of metal operate by a company that can not get their tiny tvs to work  ,0
  unite hear about the voucher miles credit for cancel flight my international flight yesterday   but i do not get an email  ,0
  unite   maybe do not play the video about how your flight be outfit w wifi on the flight where wifi be not work    ,0
  unite on line baggage system complete rubbish   bag miss days   no meaningful information  ,0
  unite   do you still have flat tire policy   shuttle break down on way to ord   will probably miss the pm to cle   help please    ,1
  unite thank   just be able to do it on the app myself   still not customer service to be see in yyz,0
  unite thank off the response   finally get through the min wait and talk to someone  ,2
  unite so unhelpful   http    t co vbfieoqjc,0
  unite i would take the   voucher you offer for miscount the   of seat on your plane but that mean i would have to fly you again,0
  unite   of first seat open on ua   no upgrade process   gate agents   yyz say their too busy   not cool http    t co kpyhckal,0
  unite   rayja fly to las vegas out of chicago flight be late flight and no announcement have be make,0
  unite i believe   it be cancel flight yesterday i guess   go back to no notification from unite about cancel flightlation,0
  unite   in case you be read this   ua   right now   d   so many oversized carryons take up too much room   enforce your rule  ,0
  unite be an airline where you pay extra to get a better seat but by the time you board your overbooked flight   there be no overhead space  ,0
  unite okay   just request to follow  ,1
  unite thank   just dm  d   conf    s mqxc   mpwnc   any help appreciate,2
  unite make sure you take care of   lsusoftball team     lsuquinlanduhon team   we be          ,1
  unite delay hrs flight pit iad   finally board the plane   sit half hour   crew be at their hrs limit   we deplane   unacceptable  ,0
  unite stick in yyz because staff take a break   not happy k  ,0
  unite personal device entertainment system be great but with app crash every   mins i be glad it be free for now  ,0
  unite pls stop send texts every mins say my flight be delay another mins it be be hrs   i usually defend you but this be lame  ,0
  unite agent     you should use the bathroom before board   toilets onboard be full     oh you can expect a strongly word email funited,0
  unite should hire extra customer service reps  minute wait time to ask one question   i would rather just fly another airline   thank  ,0
  unite unite flight ua after two delay just cancel flightled no explanation   no more flight to norfolk that be not book   rent a car  ,0
  unite i will try it   mileage program have historically be a lifeline for us world hungry travelers of moderate mean  ,0
  unite any way you can help me find a flight to las   stick in dia   sit on plane hrs   now be wait an hour for an update  ,0
  unite minute wait time to help with a cancel flightled flight     help a guy out  ,0
  unite i be rebooked but have to take bus from portland maine to boston   tell unite do not cover the charge  ,0
  unite there be a sector whereby it say   in both bag   no bag allowance at all in international flight  ,1
  unite you be do so well until the phl sfo flight yesterday   major miss   unfriendly premier cabin crew   baggage cluster at sfo  ,0
  unite your baggage track system be worthless   it tell me nothing about where the bag be   much less what your plan be to get it to me,0
  unite be offer to reroute my sfo flight to lax   might be geography class time  ,0
  unite thank you for let me down my luggage be still in denver but i be in phl     neveragain   flyingwithus   disappoint   lostacustomer,0
  unite can you get me on the delay flight to ewr out of yyz at     no customer service to be find in airport,0
  unite flight ua after two delay   just cancel flightled and no more flight to norfolk that be not book   rent a car  ,0
  unite thank for have no one to pilot my last two flight   and all but strand me in houston tonight   airlines be the absolute worst,0
  unite so disgust and disappoint with unite airlines luggage policies and attitude toward musicians   unacceptable,0
  unite miss my amaze us bank work conference   not ok  what do i do now          ,0
  unite   freeze line on flight   not continue due to  passenger comfort     not ok   sit on the plane as long as a flight to vegas would  ,0
  unite my last call your customer service agent call me back   as he be stick on hold to air canada   just hope he be book me a flight,0
  unite you leave my bag in houston last night   it be freeze cold in memphis   any idea on when i will see it   off again tomorrow  ,0
  unite this be why i fly   southwestair   never have any issue,2
  unite have terrible customer service   do not feel the need to notify its customers when their flight be delay,0
  unite i have try and you have fail   still no wifi ever   last row in the middle and i fly every week   thank for nothing  ,0
  unite great flight into pvd   smallest plane i have ever be on and smoothest land ever  ,2
  unite try to check in for tomorrow  s flight   website keep time out   what be up  ,0
  unite yes   computer would allow me to get to san diego quick but customer service will not help   say can not rebook http    t co kcvubuyexc,0
  unite say we have a weather delay in   yxe this morning   the   weather   do not affect any other airline     ua http    t co jdvktcqx,0
  unite do you have bereavement discount on airfare as my grandfather just pass and need to attend his funeral this week  ,1
  unite it be cancel flightled   none of the passengers be notify   complete violation of travelers   right     aerocivilcol,0
  unite thank for ruin my vacation for have poorly maintain aircrafts that can not fly safely out of stt     ua   cancel flightledflight,0
  unite in fact he receive my board pass,1
  unite   lmuschel he be travel with me on a sep reservation number fkxb,1
    unite   that be not something we like to hear   hopefully our staff can resolve   have you on your way as soon as possible    ml       still not resolve,0
  unite you must follow me in order for me to send you a direct message if that be what you mean  ,1
  unite i do not know what dm the confirmation number mean  ,1
  unite wait for ewr ord   delay mins   might miss ord ywg at pm ct  any room on ord ywg in case i miss connex  ,0
  unite what do dm the confirmation   mean      ,1
  unite   well   now finally on board hopefully we take off this time and quickly   well over an hour delay    ,0
  unite i miss my connection already   then i miss the next flight they put me on   now i be go to lax instead of hawaii      ,0
  unite reservation be make last july   i want to know why i be not reseat   this only happen on international itineraries,0
  unite line full of worry customers and guy at desk say so sorry you will have to take care of your problems late flightr i do not have time  ,0
  unite there must be people wait in line for customer service at den to deal with flight cancel flightations  ,0
  unite   american never have my bag apparently   unite never switch them over   have to go back to unite baggage service  ,0
  unite unacceptable   be min late flight for a  missing screw   our flight to tucson leave before we even land,0
  unite cmh gate staff a disaster     overbooked   no volunteer   no board   min late flight try to figure out issue   bringbackrealstaff,0
  unite wait half an hour for my check bag at ewr     that be priority     disappoint   usually you guy be good  ,0
  unite be your earn so low that checkin people have to also be on tarmac load bag   jan,0
  unite thank you for dishonor my upgrade and put me in a seat i do not want   all while not even notify me   great k service  ,0
  unite you guy be gay,0
  unite the emails calls over the past months about flight change be helpful wish you would have send them on the cancel flightlation yesterday,0
  unite   so they change depart from   to  pm   it be now  pm   the capt   just get off the plane to find a smoothie   pm my ass      ,0
  unite thank so much   my passport be recover,2
  unite thank for nothing   no atlanta lounge   your ap say no   sure nothing at terminal t http    t co tfjfmshak,0
  unite no thank you,1
  unite   tick   tock   tick   tock   it be rapidly approach the next dream departure of  pm   when be the next fantasy departure time    ,0
  unite it would make my day if i could take a flight on your airline without any hiccup on your end   train your employees to communicate,0
  unite a baby shit its pant half way through my flight and it smell like shit   what be you go to do about this  ,0
  unite you because me to miss my flight tell me it already leave when it have not   no empathy from gate staff or crew   no apology   really  ,0
  unite reschedule my return flight from   japan   uh why   try to call   unitedairlines   customerservice   min wait     fun,0
  unite be by far the worst airline ever  ,0
  unite   no   re booked with american and unite say they would transfer our bag to them  ,0
  unite i be appal at your lack of communication during our awful journey on   ewr to bos   hr delay need to be explain better  ,0
  unite i be dming my info and no be assist   my flight home leave before m first flight have even land,0
  unite boston be all self service   swipe yr own board pass at gate   most difficult   tag your own bag   not easy     improvetheprocess,0
  unite name correct on original confirmation but spell wrong on check in reminder   first name and mi run together   because for concern  ,1
  unite more people would catch their flight if your attendants have more help  ,0
  unite no consistency     denver agents say no standby with check baggage cite faa   your website policy say otherwise     timeswitch,0
only biz days   calendar   to respond to my inquiry   unite   i hope your standards be universally adopt       badcustomerservice,0
